NEW_KEY_CODE,Lake_Name,LATITUDE,LONGITUDE,EDU,DR_COD2,LP,AVGD_M,MAXD_M,TP,ALK,SEC,CHLRD,CHLA,COLOR,NITRATE,TN,LK_AREA_HA,LCL_AREA_HA,NET_AREA_HA,UPDIST_NET,UPDIST_LCL,URB_A,AGR_A,FOC_A,FOD_A,FOR_A,WAT_A,WEF_A,WEE_A,WET_A,URB_B,AGR_B,FOC_B,FOD_B,FOR_B,WAT_B,WEF_B,WEE_B,WET_B,URB_C,AGR_C,FOC_C,FOD_C,FOR_C,WAT_C,WEF_C,WEE_C,WET_C,URB_D,AGR_D,FOC_D,FOD_D,FOR_D,WAT_D,WEF_D,WEE_D,WET_D,URB_E,AGR_E,FOC_E,FOD_E,FOR_E,WAT_E,WEF_E,WEE_E,WET_E,URB_F,AGR_F,FOC_F,FOD_F,FOR_F,WAT_F,WEF_F,WEE_F,WET_F,URB_G,AGR_G,FOC_G,FOD_G,FOR_G,WAT_G,WEF_G,WEE_G,WET_G,URB_H,AGR_H,FOC_H,FOD_H,FOR_H,WAT_H,WEF_H,WEE_H,WET_H
18_296,Big Long Lake,44.09112,-84.76389,5,ISOL,H,4.4,23.1648,13,77,3.2004,14.9,2,12,3,631,84.169,1338.357,,,0.022,31.310,0.000,0.000,45.663,45.663,9.063,10.292,1.934,12.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.482,0.000,0.709,73.783,74.492,1.180,6.382,0.466,6.848,8.776,0.000,1.952,78.441,80.394,1.180,4.261,0.252,4.512,8.098,0.312,2.524,78.094,80.618,0.979,4.392,0.187,4.579,9.405,0.798,3.701,76.019,79.720,0.686,3.271,0.131,3.402,76.049,0.000,0.000,0.000,0.000,23.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34_69,Woodard Lake,43.08,-85.06056,3,ISOL,S,2.8,6.7056,14,63,3.6576,8.9,10,17,6,848,28.226,127.238,,,0.024,30.768,1.622,0.000,40.120,40.120,19.050,5.718,0.000,5.718,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.458,29.075,0.000,45.052,45.052,3.356,1.316,0.000,1.316,15.208,37.395,0.000,42.488,42.488,3.356,1.007,0.000,1.007,14.434,40.191,0.000,40.715,40.715,3.185,0.956,0.000,0.956,14.434,40.191,0.000,40.715,40.715,3.185,0.956,0.000,0.956,0.000,0.000,0.000,67.394,67.394,17.500,15.106,0.000,15.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81_27.1,North Lake,42.39334,-84.00806,16,ISOL,H,3.93,17.6784,16,97,2.4384,24,5.1,6,3,595,90.732,335.895,,,0.026,74.412,1.505,0.000,5.341,5.341,4.082,6.482,0.000,6.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.632,19.550,0.000,5.569,5.569,0.660,10.924,1.432,12.356,36.454,27.575,0.000,6.779,6.779,0.660,7.261,0.992,8.253,30.544,31.185,0.108,11.877,11.985,0.545,6.000,0.876,6.875,30.323,31.022,0.107,12.451,12.558,0.542,5.956,0.869,6.825,18.797,14.995,0.000,0.000,0.000,3.890,45.208,0.000,45.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28_201,Cedar Lake,44.74667,-85.79945,5,ISOL,H,7.5,18.5928,3,129,3.3528,0.9,3.6,6,5,328,20.632,486.052,,,0.026,0.000,0.000,6.225,68.380,74.605,6.048,4.729,0.000,4.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.812,23.326,40.751,64.077,0.616,1.450,0.000,1.450,0.212,6.989,26.188,38.094,64.283,0.616,1.756,0.956,2.711,0.184,6.074,22.758,43.224,65.982,0.535,1.526,0.830,2.356,1.225,9.251,17.823,43.920,61.743,0.363,1.033,0.562,1.595,0.000,0.000,0.000,15.527,15.527,8.067,64.617,0.000,64.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_1936,Tepee Lake,46.38445,-88.87778,6,ISOL,H,2.5,10.668,14,2,4.1148,0.3,6.5,7,9,278,49.610,261.626,,,0.031,0.000,0.000,13.695,61.045,74.740,3.084,22.176,0.000,22.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.184,65.928,76.112,0.851,22.559,0.000,22.559,0.000,0.000,8.913,73.198,82.111,0.851,16.163,0.875,17.038,0.000,0.000,8.522,74.008,82.530,0.814,15.820,0.837,16.656,0.000,0.000,8.522,74.008,82.530,0.814,15.820,0.837,16.656,0.000,0.000,13.105,0.000,13.105,8.045,78.850,0.000,78.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60_166,Long Lake,45.13056,-83.975,5,ISOL,S,6.8,24.384,2,134,3.9624,0.9,1,1,17,307,113.102,302.162,,,0.032,56.820,0.000,0.000,37.544,37.544,5.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.072,0.000,4.783,57.969,62.752,4.219,1.088,0.000,1.088,24.030,0.000,7.579,60.473,68.052,4.219,3.699,0.000,3.699,21.041,0.000,7.355,63.465,70.821,3.917,4.221,0.000,4.221,20.169,0.000,7.050,64.980,72.031,3.754,4.046,0.000,4.046,99.085,0.000,0.000,0.000,0.000,0.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27_980,Bobcat Lake,46.35639,-89.66612,6,ISOL,H,2,5.4864,18,12,2.1336,0.8,8.9,52,18,747,36.050,327.450,,,0.033,5.635,0.000,18.075,61.045,79.121,2.235,8.917,3.046,11.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.268,0.000,22.637,72.782,95.419,0.282,1.984,0.640,2.624,0.760,0.000,24.605,72.647,97.252,0.282,1.190,0.384,1.574,0.660,0.000,24.343,73.001,97.344,0.245,1.033,0.333,1.366,0.655,0.000,24.172,73.191,97.364,0.243,1.025,0.331,1.356,0.000,0.000,21.887,60.416,82.303,0.000,13.443,4.254,17.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43_37,Idlewild Lake,43.88862,-85.78361,5,ISOL,S,2.7,6.7056,11,117,2.8956,13.9,1.5,4,1,367,42.057,141.941,,,0.038,86.480,0.000,0.000,3.037,3.037,9.010,0.177,0.696,0.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.560,0.000,5.303,13.728,19.031,3.374,3.759,2.611,6.370,68.416,0.000,8.325,13.229,21.554,3.374,3.623,2.516,6.138,68.416,0.000,8.325,13.229,21.554,3.374,3.623,2.516,6.138,68.416,0.000,8.325,13.229,21.554,3.374,3.623,2.516,6.138,75.973,0.000,0.000,0.000,0.000,17.712,0.000,6.315,6.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28_81,Spider Lake,44.67639,-85.49306,5,ISOL,S,2.8,10.9728,4,78,3.9624,3.5,2.2,3,20,452,179.958,370.358,,,0.042,68.693,0.000,0.000,26.434,26.434,4.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.325,0.000,1.435,51.575,53.011,4.390,0.000,0.000,0.000,40.384,0.000,1.625,53.600,55.226,4.390,0.000,0.000,0.000,40.384,0.000,1.625,53.600,55.226,4.390,0.000,0.000,0.000,40.384,0.000,1.625,53.600,55.226,4.390,0.000,0.000,0.000,89.229,0.000,0.000,0.000,0.000,10.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39_267,Sugarloaf Lake,42.15612,-85.62834,3,DRSTLK,F,3.3,9.144,15,160,3.048,10.3,1.6,13,192,810,59.166,563.240,2044.987,3.106,0.045,6.698,0.000,1.019,39.841,40.860,5.732,39.692,7.018,46.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.456,0.000,2.600,60.940,63.541,0.828,16.668,3.170,19.839,14.633,3.742,2.752,53.108,55.859,0.828,11.610,1.911,13.521,14.205,14.544,4.525,42.595,47.120,0.648,9.080,1.495,10.575,12.675,25.547,3.951,36.909,40.860,0.558,7.823,1.288,9.111,1.802,0.000,0.000,84.257,84.257,0.000,2.517,10.981,13.498,7.379,57.797,1.612,17.485,19.097,2.224,5.969,1.237,7.207
60_71,Gaylanta Lake,44.97889,-84.30223,5,ISOL,H,3.5,15.24,9,51,5.1816,1.8,7,6,6,651,45.273,119.632,,,0.045,60.131,0.000,2.695,31.930,34.625,4.694,0.000,0.551,0.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.101,0.000,6.095,71.011,77.105,1.594,0.000,0.188,0.188,20.943,0.000,6.049,71.228,77.277,1.594,0.000,0.187,0.187,20.943,0.000,6.049,71.228,77.277,1.594,0.000,0.187,0.187,20.943,0.000,6.049,71.228,77.277,1.594,0.000,0.187,0.187,85.714,0.000,0.000,6.628,6.628,7.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31_973,Emily Lake,46.85862,-88.85528,8,ISOL,H,7.4,27.432,6,2,4.2672,0.6,4.5,11,20,300,23.972,166.528,,,0.048,0.000,0.000,5.863,80.912,86.775,6.151,0.000,6.967,6.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.104,84.780,89.884,1.665,2.113,2.810,4.923,0.000,0.000,4.659,86.403,91.061,1.665,1.642,2.316,3.957,0.000,0.000,4.659,86.403,91.061,1.665,1.642,2.316,3.957,0.000,0.000,4.659,86.403,91.061,1.665,1.642,2.316,3.957,0.000,0.000,19.221,66.464,85.685,14.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_194,Rush Lake,42.24361,-86.20612,3,ISOL,S,5,17.6784,15,115,3.9624,3.7,7.2,6,6,442,49.043,321.123,,,0.049,33.701,13.977,0.000,18.841,18.841,1.184,5.478,10.595,16.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.822,60.743,0.000,16.180,16.180,0.165,1.255,3.785,5.040,6.593,67.345,0.433,15.740,16.173,0.165,0.764,2.306,3.070,5.872,70.912,0.386,14.021,14.407,0.147,0.681,2.054,2.735,5.872,70.912,0.386,14.021,14.407,0.147,0.681,2.054,2.735,68.976,27.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3_60,Eagle Lake,42.42556,-85.93056,3,DRST,IH,6.5,17.9832,17,121,3.3528,7.8,4.2,6,6,467,88.050,170.834,,,0.053,48.226,4.468,0.000,37.778,37.778,4.664,0.316,2.460,2.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.545,34.241,0.000,38.843,38.843,1.443,0.104,0.808,0.911,16.539,37.546,0.000,37.048,37.048,1.443,0.098,0.761,0.859,16.539,37.546,0.000,37.048,37.048,1.443,0.098,0.761,0.859,16.539,37.546,0.000,37.048,37.048,1.443,0.098,0.761,0.859,94.221,0.000,0.000,0.000,0.000,5.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47_68,Bishop Lake,42.50028,-83.83917,16,ISOL,H,2.7,16.4592,12,105,3.2004,9.2,2.8,5,4,907,43.465,174.375,,,0.062,26.742,0.000,0.000,14.184,14.184,1.328,12.177,1.978,14.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.809,3.578,1.138,12.767,13.906,0.332,6.497,0.595,7.092,18.327,7.608,1.083,13.085,14.168,0.332,5.915,0.541,6.456,18.327,7.608,1.083,13.085,14.168,0.332,5.915,0.541,6.456,18.327,7.608,1.083,13.085,14.168,0.332,5.915,0.541,6.456,0.000,0.000,0.000,0.774,0.774,0.381,27.194,71.651,98.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_182,Little Lake,46.27361,-87.35778,8,ISOL,H,4.2,15.24,10,31,3.9624,7.8,1.5,12,6,308,186.053,210.692,,,0.063,24.564,0.000,13.054,54.846,67.900,6.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.627,0.000,28.175,51.909,80.084,2.027,0.000,0.000,0.000,12.480,0.000,31.479,52.616,84.095,2.027,0.000,0.000,0.000,12.480,0.000,31.479,52.616,84.095,2.027,0.000,0.000,0.000,12.480,0.000,31.479,52.616,84.095,2.027,0.000,0.000,0.000,90.398,0.000,0.000,8.983,8.983,0.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67_399,Diamond Lake,44.08695,-85.48528,5,ISOL,H,5.1,18.288,15,36,4.2672,17.4,1.2,20,3,644,24.065,147.306,,,0.073,57.197,0.000,4.757,32.505,37.262,1.787,2.071,0.000,2.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.502,3.303,11.681,42.273,53.954,0.291,6.106,0.000,6.106,22.492,8.244,11.530,43.392,54.922,0.291,10.041,0.000,10.041,22.481,8.240,11.539,43.406,54.944,0.291,10.036,0.000,10.036,22.481,8.240,11.539,43.406,54.944,0.291,10.036,0.000,10.036,18.536,16.571,0.000,33.110,33.110,1.000,0.566,0.000,0.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_448,Tamarack Lake,43.44042,-85.26112,5,ISOL,H,1.5,5.1816,57,67,0.762,0,3.4,17,3,1416,127.675,282.608,,,0.076,58.649,9.298,0.000,5.925,5.925,1.819,11.245,6.283,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.425,30.622,1.358,8.613,9.970,0.374,7.569,2.470,10.040,29.993,34.327,1.021,15.693,16.715,0.374,5.694,1.858,7.553,29.286,34.241,0.997,15.334,16.332,0.365,5.560,1.815,7.375,29.286,34.241,0.997,15.334,16.332,0.365,5.560,1.815,7.375,86.418,0.000,0.000,0.000,0.000,0.000,6.312,7.270,13.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14_75,North Twin Lake,42.03473,-86.04945,3,ISOL,S,5.2,16.5,11,106,3.5052,8.6,0.89,6,17,656,24.695,86.283,,,0.086,96.136,3.212,0.000,0.320,0.320,0.009,0.324,0.000,0.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.690,3.818,0.000,38.421,38.421,0.002,1.494,1.764,3.258,45.402,4.947,0.000,41.193,41.193,0.002,1.393,1.645,3.038,45.402,4.947,0.000,41.193,41.193,0.002,1.393,1.645,3.038,45.402,4.947,0.000,41.193,41.193,0.002,1.393,1.645,3.038,99.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83_8,Berry Lake,44.22806,-85.34861,5,ISOL,S,3.1,8.5344,30,10,3.3528,2.1,6.5,40,13,681,27.594,1867.040,,,0.104,79.373,3.785,5.346,0.934,6.280,5.352,0.623,0.000,0.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.903,25.559,19.318,18.854,38.172,0.443,6.985,0.000,6.985,7.377,40.446,15.427,24.545,39.972,0.443,5.567,0.345,5.912,4.569,47.071,11.447,24.847,36.294,0.257,3.580,0.200,3.781,3.286,56.454,8.734,24.319,33.053,0.101,1.788,0.078,1.867,28.735,30.192,0.000,33.795,33.795,4.251,3.027,0.000,3.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_243,Upper Reynolds Lake,42.20167,-86.00084,3,ISOL,S,4.6,10.1,11,78,3.3528,7,3.7,11,4,562,56.133,166.545,,,0.107,49.675,8.805,0.000,19.754,19.754,4.178,1.677,13.489,15.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.853,33.179,0.000,20.072,20.072,1.196,4.292,5.423,9.715,25.383,35.249,0.000,19.392,19.392,1.196,4.029,5.090,9.119,25.383,35.249,0.000,19.392,19.392,1.196,4.029,5.090,9.119,25.383,35.249,0.000,19.392,19.392,1.196,4.029,5.090,9.119,0.000,61.939,0.000,0.000,0.000,0.000,0.000,38.061,38.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28_110,Cedar Hedge Lake,44.66917,-85.78889,5,ISOL,H,5.8,20.1168,34,111,3.2004,2.1,2,5,10,491,77.440,156.492,,,0.121,54.360,0.000,2.190,8.091,10.281,2.915,24.527,7.917,32.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.209,0.000,2.550,37.836,40.386,0.905,19.573,2.801,22.374,31.764,0.000,2.237,45.373,47.610,0.905,17.265,2.457,19.722,31.764,0.000,2.237,45.373,47.610,0.905,17.265,2.457,19.722,31.764,0.000,2.237,45.373,47.610,0.905,17.265,2.457,19.722,16.380,0.000,0.000,0.000,0.000,7.275,76.345,0.000,76.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8_84,Fine Lake,42.44278,-85.2875,3,ISOL,H,2.9,13.716,15,93,2.4384,9.7,7.7,7,31,662,131.059,806.529,,,0.124,63.160,4.942,0.000,6.178,6.178,4.988,10.967,6.510,17.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.032,34.356,0.671,18.428,19.099,0.796,6.162,9.870,16.032,13.398,44.345,0.802,17.528,18.330,0.796,5.206,7.518,12.724,12.498,47.488,0.642,17.764,18.406,0.802,4.595,6.019,10.615,7.986,63.581,0.390,12.683,13.073,0.487,3.200,4.297,7.496,0.000,0.000,0.000,1.372,1.372,0.000,0.000,43.109,43.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_1585,Arfelin Lake,46.62917,-88.05778,8,ISOL,S,5.1,10.668,4,10,4.8768,0.4,2.3,5,2,393,22.718,118.725,,,0.124,56.209,0.000,3.328,33.811,37.139,6.281,0.370,0.000,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.727,0.000,9.833,67.969,77.802,1.354,0.124,1.314,1.438,12.470,0.000,6.547,77.397,83.944,1.354,0.083,2.150,2.233,12.460,0.000,6.542,77.415,83.957,1.353,0.083,2.148,2.231,12.460,0.000,6.542,77.415,83.957,1.353,0.083,2.148,2.231,6.708,0.000,0.264,81.332,81.596,11.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51_25,Pine Lake,44.19723,-86.00473,5,ISOL,S,6.2,15.24,6,86,5.334,1.7,1.7,10,11,523,67.320,200.154,,,0.127,28.750,0.000,0.000,51.051,51.051,11.820,0.000,8.378,8.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.410,0.000,2.601,79.728,82.329,2.023,0.000,3.903,3.903,6.273,0.000,5.571,82.874,88.444,2.023,0.000,2.352,2.352,5.296,2.847,4.703,77.290,81.993,1.708,0.000,1.986,1.986,5.296,2.847,4.703,77.290,81.993,1.708,0.000,1.986,1.986,1.565,0.000,0.000,89.918,89.918,8.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38_612,Swains Lake,42.15111,-84.65,3,DRST,IH,5.6,19.5,15,141,2.5908,22,1.7,10,180,823,30.037,256.832,,,0.135,69.470,1.760,1.750,14.231,15.981,5.983,6.806,0.000,6.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.162,20.868,5.146,31.002,36.148,0.868,5.229,0.000,5.229,22.714,33.265,3.121,32.317,35.438,0.868,3.679,2.679,6.358,22.455,35.248,2.886,31.437,34.323,0.803,3.403,2.478,5.881,22.455,35.248,2.886,31.437,34.323,0.803,3.403,2.478,5.881,67.647,0.000,0.000,12.005,12.005,4.051,16.298,0.000,16.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46_56,Allen Lake,42.05917,-84.18334,16,DRSTLK,F,5.7,13.716,11,146,3.3528,17.6,2,4,17,589,25.533,51.998,271.690,0.153,0.137,26.518,0.077,0.000,36.813,36.813,4.923,0.000,27.499,27.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.385,29.678,0.000,20.715,20.715,2.199,0.000,15.045,15.045,27.385,29.678,0.000,20.715,20.715,2.199,0.000,15.045,15.045,27.385,29.678,0.000,20.715,20.715,2.199,0.000,15.045,15.045,27.385,29.678,0.000,20.715,20.715,2.199,0.000,15.045,15.045,0.000,0.000,0.000,0.000,0.000,1.789,0.000,87.049,87.049,21.720,36.015,0.000,11.029,11.029,11.182,5.430,6.459,11.889
78_104,Corey Lake,41.92917,-85.73334,3,ISOL,H,8.19,24.4,13,106,3.81,3.4,2.6,5,14,592,241.484,376.493,,,0.148,57.534,0.089,0.000,29.641,29.641,4.130,1.790,5.323,7.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.020,14.260,0.000,40.547,40.547,1.056,5.125,5.354,10.479,20.201,21.804,0.000,40.194,40.194,1.056,4.445,7.886,12.331,19.449,24.226,0.000,39.188,39.188,1.017,4.279,7.593,11.872,19.449,24.226,0.000,39.188,39.188,1.017,4.279,7.593,11.872,56.170,0.000,0.000,13.288,13.288,6.222,0.000,15.881,15.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22_368,Edey Lake,46.20084,-88.06334,8,ISOL,S,2.9,9.144,4,1,4.8768,0.3,1.7,2,6,198,32.690,93.445,,,0.157,4.875,0.000,0.000,69.347,69.347,2.891,21.359,0.000,21.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.049,0.000,0.030,74.165,74.195,9.775,10.658,0.000,10.658,2.799,0.000,0.028,73.206,73.234,9.775,12.861,0.000,12.861,2.799,0.000,0.028,73.206,73.234,9.775,12.861,0.000,12.861,2.799,0.000,0.028,73.206,73.234,9.775,12.861,0.000,12.861,0.000,0.000,0.000,98.585,98.585,0.448,0.967,0.000,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18_160,Windover Lake,43.95473,-84.99862,5,ISOL,H,4.5,20.7264,10,102,3.6576,15.1,3.4,8,1,507,27.567,191.002,,,0.171,51.443,0.000,2.841,14.382,17.223,5.937,2.636,0.000,2.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.692,0.000,16.560,39.631,56.191,5.105,5.661,0.000,5.661,8.267,0.000,10.797,53.730,64.526,5.105,6.673,0.000,6.673,8.263,0.000,10.792,53.749,64.541,5.102,6.670,0.000,6.670,8.263,0.000,10.792,53.749,64.541,5.102,6.670,0.000,6.670,4.533,0.000,3.945,42.152,46.097,8.635,27.480,0.000,27.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22_14,Mary Lake,45.75056,-87.82028,8,DRSTLK,T,6.5,25.2984,9,181,3.3528,7.3,3.1,16,20,536,35.333,279.025,4189.818,17.118,0.185,86.664,0.305,7.694,2.528,10.222,1.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.457,18.305,11.102,28.036,39.139,0.108,0.000,2.396,2.396,13.084,31.081,17.555,23.173,40.728,0.108,0.000,1.337,1.337,10.355,39.527,18.339,19.765,38.105,0.086,0.000,1.058,1.058,10.006,38.296,19.162,20.082,39.244,0.083,0.000,1.022,1.022,97.383,0.000,1.502,1.116,2.617,0.000,0.000,0.000,0.000,2.117,17.614,12.831,54.390,67.220,1.440,4.607,0.734,5.340
75_474,Petes Lake,46.22334,-86.63751,7,ISOL,S,4.1,11.2776,14,94,3.81,0.1,1.2,3,17,318,78.064,198.324,,,0.308,0.000,0.000,0.000,90.336,90.336,7.383,2.281,0.000,2.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.674,96.674,2.150,0.910,0.000,0.910,0.000,0.000,0.000,96.248,96.248,2.150,1.603,0.000,1.603,0.000,0.000,0.000,96.248,96.248,2.150,1.603,0.000,1.603,0.000,0.000,0.000,96.248,96.248,2.150,1.603,0.000,1.603,0.000,0.000,0.000,76.276,76.276,0.000,23.724,0.000,23.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_27,Brandywine Lake,42.34473,-85.85445,3,ISOL,S,2.9,7.62,49,18,1.2192,5,34,94,10,1376,29.444,314.263,,,0.315,67.304,0.876,0.000,27.763,27.763,4.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.418,8.099,0.000,61.475,61.475,0.513,1.270,0.000,1.270,17.669,11.271,1.543,58.561,60.104,0.513,3.608,5.516,9.124,12.662,24.860,4.801,44.690,49.490,0.368,2.956,8.437,11.394,11.429,28.998,4.883,41.705,46.588,0.332,2.668,7.616,10.284,0.614,22.419,0.000,76.370,76.370,0.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81_102,Fourmile Lake,42.33834,-83.97223,16,DRSTLK,F,1.4,5.4864,19,147,1.6764,24,0.71,3,37,1057,104.295,301.791,1312.152,4.250,0.370,10.800,18.432,0.000,12.572,12.572,1.138,27.238,29.807,57.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.230,29.378,0.000,14.975,14.975,0.177,10.245,18.211,28.456,6.710,36.072,0.000,15.770,15.770,0.177,7.375,12.249,19.625,5.950,36.524,0.000,20.315,20.315,0.156,7.062,10.839,17.901,5.911,36.937,0.000,20.184,20.184,0.155,7.016,10.768,17.784,23.502,15.042,0.000,0.000,0.000,0.337,12.983,48.075,61.058,4.742,46.956,0.279,17.605,17.884,2.139,6.158,6.392,12.551
22_350,Silver Lake,46.20361,-88.01723,8,ISOL,S,2.8,7.0104,29,9,2.8956,1.1,6.3,21,8,765,44.326,238.409,,,0.405,16.106,0.000,2.801,25.092,27.893,4.238,51.761,0.002,51.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.493,0.000,18.252,45.216,63.469,0.796,28.617,0.022,28.639,3.692,0.000,11.617,63.858,75.475,0.796,18.531,0.012,18.543,2.895,0.000,9.108,69.475,78.583,0.624,14.528,0.010,14.538,2.687,0.000,8.456,71.662,80.117,0.579,13.488,0.009,13.497,0.000,0.000,26.058,2.067,28.126,1.230,70.442,0.202,70.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54_173,Clear Lake,43.68056,-85.39723,5,ISOL,S,3.1,9.144,16,32,5.1816,14.8,1.2,7,101,819,50.050,133.651,,,0.420,54.908,3.249,0.000,20.414,20.414,11.551,0.000,3.929,3.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.116,35.143,0.000,15.808,15.808,3.048,0.000,2.283,2.283,20.018,43.535,0.000,13.907,13.907,3.048,0.000,1.977,1.977,20.018,43.535,0.000,13.907,13.907,3.048,0.000,1.977,1.977,20.018,43.535,0.000,13.907,13.907,3.048,0.000,1.977,1.977,23.169,4.064,0.000,31.220,31.220,7.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
